0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
50641,218192,12346776,TJZ24,O,90.0,,,82.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,15.0,6.0,10.0,165,74,Day Scholar,North,Female,Regional,Theory,UG
50642,218192,12346776,TJZ25,A,87.0,,,70.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),81.0,3.0,3.0,0.0,165,74,Day Scholar,North,Female,Regional,Theory,UG
50643,218192,12346776,TJZ28,B+,63.0,28.0,49.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,4.0,0.0,0.0,165,74,Day Scholar,North,Female,Regional,Theory,UG
50644,218192,12346776,TJZ369,B+,75.0,30.0,68.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,23.0,11.0,34.0,165,74,Day Scholar,North,Female,Regional,Theory,UG
50645,218192,12346776,TJZ370,B+,77.0,24.0,59.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),63.0,8.0,6.0,0.0,165,74,Day Scholar,North,Female,Regional,Theory,UG
50646,418192,12347776,TJZ556,O,,,,91.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,158,80,Hostler,North,Female,Hindi,Practical,UG
50843,218192,12393776,TJZ20,B+,50.0,28.0,73.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,13.0,0.0,0.0,166,98,Hostler,South,Female,English,Theory,UG
50844,218192,12393776,TJZ21,B,83.0,22.0,36.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),83.0,0.0,0.0,0.0,166,98,Hostler,South,Female,English,Theory,UG
50845,218192,12393776,TJZ22,B,54.0,27.0,45.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,24.0,0.0,16.0,166,98,Hostler,South,Female,English,Theory,UG
50846,218192,12393776,TJZ23,B+,64.0,30.0,55.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,15.0,0.0,0.0,166,98,Hostler,South,Female,English,Theory,UG
50847,218192,12393776,TJZ24,B+,63.0,,,56.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,1.0,3.0,4.0,166,98,Hostler,South,Female,English,Theory,UG
50848,218192,12393776,TJZ25,B+,88.0,,,50.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,18.0,8.0,29.0,166,98,Hostler,South,Female,English,Theory,UG
50849,218192,12393776,TJZ28,B+,59.0,34.0,64.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,30.0,5.0,1.0,166,98,Hostler,South,Female,English,Theory,UG
50850,218192,12393776,TJZ369,B,75.0,20.0,55.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,6.0,3.0,9.0,166,98,Hostler,South,Female,English,Theory,UG
50851,218192,12393776,TJZ370,B,63.0,30.0,52.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,16.0,38.0,7.0,166,98,Hostler,South,Female,English,Theory,UG
50899,418192,12406776,TJZ556,O,,,,93.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,165,43,Hostler,South,Female,English,Practical,UG
50990,218192,12426776,TJZ20,B,50.0,28.0,49.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,10.0,7.0,6.0,162,68,Hostler,West,Male,Regional,Theory,UG
50991,218192,12426776,TJZ21,C,65.0,13.0,32.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),28.0,14.0,12.0,11.0,162,68,Hostler,West,Male,Regional,Theory,UG
50992,218192,12426776,TJZ22,C,64.0,18.0,36.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,21.0,5.0,12.0,162,68,Hostler,West,Male,Regional,Theory,UG
50993,218192,12426776,TJZ23,C,48.0,25.0,38.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,4.0,26.0,1.0,162,68,Hostler,West,Male,Regional,Theory,UG
50994,218192,12426776,TJZ24,B+,57.0,,,64.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,16.0,0.0,1.0,162,68,Hostler,West,Male,Regional,Theory,UG
50995,218192,12426776,TJZ25,B+,85.0,,,50.0,94.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,16.0,41.0,2.0,162,68,Hostler,West,Male,Regional,Theory,UG
50996,218192,12426776,TJZ28,B,43.0,27.0,65.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,32.0,1.0,1.0,162,68,Hostler,West,Male,Regional,Theory,UG
50997,218192,12426776,TJZ369,B,74.0,28.0,52.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),73.0,0.0,0.0,1.0,162,68,Hostler,West,Male,Regional,Theory,UG
50998,218192,12426776,TJZ370,C,61.0,30.0,35.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,30.0,16.0,0.0,162,68,Hostler,West,Male,Regional,Theory,UG
51318,318192,12498776,TJZ1022,D,52.0,17.0,33.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,0.0,0.0,3.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51319,318192,12498776,TJZ157,E,30.0,4.0,18.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,1.0,1.0,10.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51320,318192,12498776,TJZ158,E,37.0,25.0,33.0,,33.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),3.0,6.0,4.0,24.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51321,318192,12498776,TJZ161,E,15.0,12.0,36.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,4.0,5.0,2.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51322,318192,12498776,TJZ162,B+,60.0,,,53.0,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,16.0,4.0,4.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51323,318192,12498776,TJZ336,C,36.0,,,56.0,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,3.0,1.0,17.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
51324,318192,12498776,TJZ38,E,63.0,9.0,17.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),58.0,1.0,0.0,4.0,166,58,Day Scholar,North,Male,Regional,Theory,UG
